writer_id,quality_label,suspect_device,number_of_surveys,number_of_sensors,number_of_gyro_records,number_of_accelerometer_records,days_in_study,build_version,device_model
bdf80fd9-7e91-48d7-8cc7-0b53791304a5,intermittent,FALSE,62,660,61,60,46,2.7.5-WASH-Mar2020,"iPhone8,2"
7b85c8a6-6daa-4a46-9a8d-83e2e9db8537,active,FALSE,67,1403,177,176,86,2.7.5-WASH-Mar2020,"iPhone12,1"
70358c99-551e-4943-82e6-5168c2486083,committed,FALSE,90,8053,371,386,84,1.6.7-beta,moto g(6)
bf26bba9-73fe-4656-a003-560a2c9fb282,intermittent,FALSE,54,452,54,53,45,2.7.5-WASH-Mar2020,"iPhone11,2"
be207fc1-1dd9-4228-b793-2f0e9388bfc4,limited-surveys,FALSE,12,523,61,66,46,2.7.5-WASH-Mar2020,"iPad7,5"
8d43e7a7-6edc-41c0-9ed1-c34cd8bddaa3,sparse,FALSE,4,198,10,10,35,1.6.7-beta,SM-G960U1
ff2bd78d-09de-499b-90d6-a5ea89614fa3,few sensors,FALSE,10,6,1,1,32,2.7.5-WASH-Mar2020,"iPhone11,2"
279d5ed0-26c3-4e91-bf72-c7cc9acf03af,limited-sensors,FALSE,76,14,1,1,83,2.7.5-WASH-Mar2020,"iPad7,11"
a46f0e51-6c08-49f6-8ab3-097118f1983a,intermittent,FALSE,53,420,50,51,33,2.7.5-WASH-Mar2020,"iPhone12,3"
8449ae01-0da4-4cee-8a1f-6037f1db6bea,active,FALSE,119,2221,267,463,77,2.7.5-WASH-Mar2020,"iPhone10,1"
df417b28-24bd-4e6f-a0e6-96c5cbbf5119,active,FALSE,141,1772,256,250,85,2.7.5-WASH-Mar2020,"iPhone12,5"
7abbb877-2dad-40c9-9a85-39f3ad922d9e,sparse,FALSE,3,63,4,4,19,1.6.7-beta,SM-T820
ea845b9f-54d8-4f8b-ae6e-ddb2a4e5438d,active,FALSE,157,1182,149,145,85,2.7.5-WASH-Mar2020,"iPhone12,1"
619647a5-573d-4a7c-ab48-772d581680b0,committed,FALSE,103,15571,610,612,85,1.6.7-beta,Pixel 4
ba86af84-ec56-45c6-8305-4a7c310b59c4,intermittent,FALSE,144,277,36,36,84,2.7.5-WASH-Mar2020,"iPhone8,4"
4a702125-fa60-496c-8d96-05a90bd70ae9,active,FALSE,71,1333,159,167,43,2.7.5-WASH-Mar2020,"iPhone8,2"
6ff3961c-71c8-49d8-ab05-88a297953406,intermittent,FALSE,23,495,56,60,36,2.7.5-WASH-Mar2020,"iPhone11,8"
9be179e5-dc89-4426-9ed5-405ad005890b,committed,FALSE,102,5949,271,272,88,1.6.7-beta,SM-G965U
de4797f6-8ad1-41dc-a1be-afa778c0e7b5,limited-surveys,FALSE,4,10281,706,720,94,1.6.7-beta,Moto G (4)
6b929145-4cf2-45fa-bfcb-389131fdbb53,intermittent,FALSE,157,401,57,53,87,2.7.5-WASH-Mar2020,"iPhone12,1"
cfe7461f-ce49-46a2-9a46-d392677c0728,active,FALSE,134,1220,193,192,85,2.7.5-WASH-Mar2020,"iPhone11,8"
b51552fc-61c0-4d82-bea5-e25a921ecfd4,intermittent,FALSE,81,824,108,106,60,2.7.5-WASH-Mar2020,"iPhone10,3"
b6211f97-1047-445a-ba18-412b8b72a2cb,limited-sensors,FALSE,61,67,6,6,84,2.7.5-WASH-Mar2020,"iPhone11,8"
fae36c4b-3c53-4366-a098-9591ecd3d7f8,limited-surveys,FALSE,20,644,24,25,57,1.6.7-beta,Redmi 8A
9c52a94a-146c-417a-8d75-6baff6cfb716,sparse,FALSE,1,1935,138,146,31,1.7.1,SM-S337TL
80520b23-2b98-460b-8b0e-934919c67aa9,limited-surveys,FALSE,3,3576,271,274,17,1.6.7-beta,SM-S337TL
b994167f-713a-45d9-bd7e-5bed93601901,intermittent,FALSE,15,3245,146,145,116,1.6.7-beta,SM-G960U
6df75f2f-931b-4f42-98db-e4e57942f134,limited-sensors,FALSE,64,21,1,1,37,2.7.5-WASH-Mar2020,"iPhone10,5"
1dda7e1a-2a8e-4ec6-b1f0-a5c639421449,intermittent,FALSE,45,440,66,61,38,2.7.5-WASH-Mar2020,"iPhone8,1"
cdd426f1-0b0c-44b5-8d1f-8d2acbd6ac9d,limited-sensors,FALSE,22,147,21,19,40,2.7.5-WASH-Mar2020,"iPad7,11"
9f6534bd-f34f-41c7-96b9-596df4228d88,intermittent,FALSE,64,343,43,45,39,2.7.5-WASH-Mar2020,"iPhone10,5"
15b42030-64c6-404c-b732-5293d41e8be6,intermittent,FALSE,156,518,61,59,83,2.7.5-WASH-Mar2020,"iPhone11,8"
104c5341-d727-4ec2-8478-0232d2a6f748,few sensors,FALSE,38,0,0,0,28,2.7.5-WASH-Mar2020,"iPhone11,8"
38519b5f-68e8-4f66-8f56-6f57c0595f6c,limited-sensors,FALSE,42,86,10,11,80,2.7.5-WASH-Mar2020,"iPhone10,2"
d72d5cc9-b310-430d-b314-8542002fe969,committed,FALSE,109,6763,251,252,85,1.6.7-beta,SM-G950U
77de6062-dfc2-4937-a898-59cced2d10a4,active,FALSE,142,1149,143,142,84,2.7.5-WASH-Mar2020,"iPhone11,8"
bd542166-84f8-46ad-80cc-d251fc194c32,intermittent,FALSE,29,945,130,132,46,2.7.5-WASH-Mar2020,"iPhone8,1"
2ef90986-515b-450a-8fbe-e48230ee0d15,limited-surveys,FALSE,79,233,26,26,86,2.7.5-WASH-Mar2020,"iPhone8,2"
48a12c1d-fb88-43ca-ac78-08ffb859a079,committed,FALSE,105,19930,870,897,85,1.6.7-beta,LM-Q720
3545cb5e-5371-4352-aa68-2f8ef931c946,active,FALSE,37,5315,221,223,85,1.6.7-beta,LM-X220
9a97054c-cea4-4e34-aceb-29c36cfa920b,limited-surveys,FALSE,3,4386,25,25,39,2.7.5-WASH-Mar2020,"iPhone11,6"
eb88afa2-bed9-4607-95e4-c725eaf75219,sparse,FALSE,0,23,3,3,5,2.7.5-WASH-Mar2020,"iPhone10,4"
a0040fed-26fa-4e5c-a92e-e03264f3376d,intermittent,FALSE,20,869,136,134,39,2.7.5-WASH-Mar2020,"iPhone7,2"
23cfd4ff-9832-4187-9ce2-b5b0c6927bbb,limited-surveys,FALSE,33,1293,0,303,40,1.6.7-beta,Z559DL
07b22b06-94ab-49af-88f6-15dd346897d9,sparse,FALSE,0,19,1,1,0,1.6.7-beta,SM-N920T
872110bd-852c-4c39-b269-2457f2f4c23d,intermittent,FALSE,159,826,111,107,84,2.7.5-WASH-Mar2020,"iPhone10,6"
ae9b6fdc-d856-450d-91cc-a3606991bdac,committed,FALSE,112,5671,332,333,85,1.6.7-beta,SM-A205U
b97980f7-8fab-4fa9-bfea-4a9192fe32bb,limited-surveys,FALSE,135,355,34,41,86,2.7.5-WASH-Mar2020,"iPhone11,8"
1c898474-4804-4e44-b39c-3ef3dedb1ea7,committed,FALSE,139,5347,717,734,85,2.7.5-WASH-Mar2020,"iPhone11,8"
4b350de8-a52c-4e36-bf8f-8199284121fe,limited-sensors,FALSE,29,23,3,3,46,2.7.5-WASH-Mar2020,"iPhone8,1"
b473d04b-9e80-4b17-be38-3b107ac6d407,intermittent,FALSE,145,986,123,126,85,2.7.5-WASH-Mar2020,"iPhone9,1"
bcf50773-e8f3-4300-943e-3401d41eeb45,limited-surveys,FALSE,109,207,23,23,83,2.7.5-WASH-Mar2020,"iPhone10,1"
b012aa63-b800-4848-a213-554c76016516,sparse,FALSE,0,1611,74,81,11,1.6.7-beta,Z982
a2d42d14-a4b6-472a-9c11-8d893d4f9baf,active,FALSE,49,7947,618,619,72,1.6.7-beta,LG-Q710AL
5bed5f2c-52a4-47fc-be0e-ce6c9eaa0793,intermittent,FALSE,33,3008,175,179,39,1.6.7-beta,SM-A205U
64f8f93f-5d0a-4e9f-a67f-dd83ec3e0e68,intermittent,FALSE,23,838,104,106,14,2.7.5-WASH-Mar2020,"iPhone11,6"
b12d72e3-248f-46a9-9e89-c47a206970fc,intermittent,FALSE,18,4321,173,175,45,1.6.7-beta,LM-Q710.FGN
9b5a574c-d16d-48dc-948f-372c31670e2a,intermittent,FALSE,18,2359,114,114,109,1.6.7-beta,SM-G973U
59bf9831-aef6-4ccb-8d82-c8f42f4ae0d1,active,FALSE,78,3067,154,154,66,1.6.7-beta,SM-G960U
d04e6279-4f90-46ff-b032-3e943c51f761,limited-sensors,FALSE,140,199,19,21,83,2.7.5-WASH-Mar2020,"iPhone9,3"
026f04b1-227f-4196-849b-dcaeb71becec,committed,FALSE,137,18529,791,792,85,1.6.7-beta,SM-G973U
35f3ba64-c4cc-4fc0-9fc8-b2dd82868d7a,limited-surveys,FALSE,10,4361,126,129,19,1.6.7-beta,LM-G820
b8403b04-6eaf-4943-9811-ee4d8d3a4dd0,committed,FALSE,102,5678,251,251,85,1.6.7-beta,SM-G950U
1ce26713-d21b-4cc4-986e-5d33b1dffc48,committed,FALSE,97,11912,545,562,118,1.6.7-beta,LM-X220
8f4736b3-f9e9-497c-99f3-f3c96bbe6049,intermittent,FALSE,32,3190,507,498,33,2.7.5-WASH-Mar2020,"iPhone11,2"
9a369d0f-2e5b-4c6a-936e-4f1e21142885,sparse,FALSE,0,9,0,2,0,1.6.7-beta,U683CL
e008edcb-0103-4efa-b666-fae2dc0a322c,intermittent,FALSE,15,297,42,39,26,2.7.5-WASH-Mar2020,"iPhone11,8"
05304d63-0a95-4f4f-aaf9-86f6ac0d3b4b,limited-surveys,FALSE,13,1707,110,108,116,1.6.7-beta,SM-J727T1
75d61778-7478-49c5-9aad-db52668e0520,limited-sensors,FALSE,149,101,13,13,83,2.7.5-WASH-Mar2020,"iPhone9,4"
2ff0d4cc-1b97-4310-a557-2d6a414fa18c,limited-sensors,FALSE,138,76,8,9,84,2.7.5-WASH-Mar2020,"iPhone10,2"
ae5e57fa-45b2-421f-909f-901b82089374,few sensors,FALSE,17,3,0,0,38,2.7.5-WASH-Mar2020,"iPhone8,1"
2eed5854-d378-4051-a9d9-f41ff2281865,limited-surveys,FALSE,4,479,21,22,81,1.6.7-beta,SM-G960U
afaf3a36-1676-4c49-96ee-d67be0fdb2f5,limited-sensors,FALSE,155,177,15,17,84,2.7.5-WASH-Mar2020,"iPhone12,3"
cd58d79b-d8c4-4fdf-8a10-b3469f7be319,limited-surveys,FALSE,30,563,0,56,75,1.6.7-beta,LGLS775
19c01576-0202-475f-be50-d2e3fe10e5d6,limited-surveys,FALSE,13,1213,158,157,32,2.7.5-WASH-Mar2020,"iPhone12,1"
40eed04b-2262-4894-ab5b-90028e4f4320,limited-surveys,FALSE,2,707,29,29,6,1.6.7-beta,SM-G950U1
76962f94-8ee4-4626-ad1b-e2d259b93522,limited-surveys,FALSE,5,3928,275,298,28,1.6.7-beta,Z981
4579df5c-fbcf-44fd-b9fa-ce4091a0f2fe,limited-sensors,FALSE,30,177,22,21,22,2.7.5-WASH-Mar2020,"iPhone11,8"
0f174c70-c2fa-4c2d-9a31-2a4258f5a33a,committed,FALSE,92,17385,626,622,94,1.6.7-beta,Pixel 4 XL
f281f660-5fca-45fd-90c5-51386748b3c3,intermittent,FALSE,98,429,61,57,62,2.7.5-WASH-Mar2020,"iPhone10,3"
e862cd74-81bd-46a3-a618-8ce1b8f2275d,limited-sensors,FALSE,153,54,5,5,83,2.7.5-WASH-Mar2020,"iPhone8,4"
a22c04cf-c989-4882-bf2c-bf6bb2d82f46,limited-surveys,FALSE,13,724,28,30,72,1.6.7-beta,LM-Q710(FGN)
8968225c-5944-4bfe-90cb-7434d8fd3748,limited-sensors,FALSE,140,33,3,4,84,2.7.5-WASH-Mar2020,"iPhone8,4"
b50d9ae0-4a91-48b3-a570-c04368293628,intermittent,FALSE,22,803,131,130,15,2.7.5-WASH-Mar2020,"iPhone10,1"
7151c643-02ed-4933-8548-9ccea10abfab,intermittent,FALSE,45,726,104,100,39,2.7.5-WASH-Mar2020,"iPhone10,2"
125893ca-fbf0-42b7-a672-31a056e5bc30,committed,FALSE,112,6292,258,257,84,1.6.7-beta,SM-G950U
9d915687-cfb1-4107-8445-1d42c2e9737b,few sensors,FALSE,114,1,0,0,85,2.7.5-WASH-Mar2020,"iPhone11,8"
4a251b10-ca1e-4e9f-a8d2-b63e797b4252,sparse,FALSE,2,118,13,16,2,2.7.5-WASH-Mar2020,"iPhone10,6"
9b5dcd1d-2b47-45f3-bdd6-b2cc42f19fdb,active,FALSE,132,1391,150,150,84,2.7.5-WASH-Mar2020,"iPhone11,6"
f472f266-a9c1-4dbc-9e03-aae130542a36,intermittent,FALSE,22,410,38,38,24,2.7.5-WASH-Mar2020,"iPhone11,2"
6e1b84b9-9566-479c-bf8a-51597b5a2238,limited-sensors,FALSE,146,165,19,20,85,2.7.5-WASH-Mar2020,"iPhone8,1"
d4e95798-9fb6-4287-9dfb-678f53df2df7,active,FALSE,146,1207,160,157,85,2.7.5-WASH-Mar2020,"iPhone10,4"
28e72e09-ab8d-44a7-a2f5-cd6b7ed417c5,sparse,FALSE,0,343,16,16,5,1.6.7-beta,cp3705A
67e328f7-6450-4c70-8273-cf490a5556d7,limited-sensors,FALSE,129,29,3,3,83,2.7.5-WASH-Mar2020,"iPhone10,4"
f20d7cb0-3d1a-41b3-b36d-b4adcb8ab07d,active,FALSE,45,9236,390,392,89,1.6.7-beta,Pixel 3a
aa6a7a1b-82dd-4bcb-b645-b0ef560f2637,committed,FALSE,88,11015,455,456,64,1.6.7-beta,SM-A505U
c8f285a1-0ece-40be-ba3c-e8231b8198f0,intermittent,FALSE,18,3268,133,136,509,1.6.7-beta,Pixel 3
0a3b13e6-e9c9-4b1e-bc06-ae511068b946,committed,FALSE,115,12479,612,613,86,1.6.7-beta,SM-N960U1
5d0f7d5a-cffb-4aa0-b816-40a78097180a,active,FALSE,107,3106,191,193,86,1.6.7-beta,SM-J737T
96c61db2-347c-491f-a574-9cf727aeb3d0,intermittent,FALSE,43,2276,92,100,81,1.6.7-beta,Pixel 3a
59986135-bd1f-44ed-b5d1-14e1eb2c8a6e,limited-surveys,FALSE,44,1496,0,274,86,1.6.7-beta,SM-J260T1
ef430bc0-2785-495a-a971-d28489d06cd1,limited-surveys,FALSE,62,5402,0,320,88,1.6.7-beta,LM-X410.F
41000228-f065-40f3-9cd5-cf677b0df767,limited-surveys,FALSE,14,481,66,65,13,2.7.5-WASH-Mar2020,"iPhone11,6"
5bfdecae-a9eb-48b3-9f3b-ece87b4e2021,limited-sensors,FALSE,43,153,26,22,86,2.9.1-WASH-May2020,"iPhone12,1"
8305a72e-8602-4193-8d64-540b12c4390f,limited-sensors,FALSE,37,194,24,26,36,2.7.5-WASH-Mar2020,"iPhone9,1"
35679933-3e98-446e-9492-3c6d62f7253c,intermittent,FALSE,22,892,35,35,18,1.6.7-beta,SM-G955U
253bbcea-c1e4-4043-a274-9131e48abc18,active,FALSE,50,1341,172,165,36,2.7.5-WASH-Mar2020,"iPhone11,2"
987738e2-cd63-42cf-b791-e61fd6475939,active,FALSE,133,1100,150,147,83,2.7.5-WASH-Mar2020,"iPhone12,3"
fbe577fa-f4bc-4132-88a2-d5a84b9db9b6,intermittent,FALSE,158,443,59,57,84,2.7.5-WASH-Mar2020,"iPhone12,1"
6bcf9eff-0761-4edd-8c66-cb90c58ca170,active,FALSE,144,3285,366,358,83,2.7.5-WASH-Mar2020,"iPhone9,4"
2698c642-c464-4383-a2ab-1fdf4b3baa60,sparse,FALSE,0,19,4,4,1,2.7.5-WASH-Mar2020,"iPhone11,2"
66690741-a8b7-418e-a0cc-aeb9f757584b,limited-surveys,FALSE,127,265,31,30,83,2.7.5-WASH-Mar2020,"iPhone11,8"
0fa1e9f1-4f14-42f8-8d22-971ce3f59911,active,FALSE,160,2108,256,258,83,2.7.5-WASH-Mar2020,"iPhone11,2"
60812f37-596c-4ea2-8fc9-e1f623b77b3a,limited-sensors,FALSE,70,167,18,21,38,2.7.5-WASH-Mar2020,"iPhone12,1"
008754c6-6b11-4733-a49b-8c52ed592eb6,intermittent,FALSE,93,498,64,63,87,2.9.1-WASH-May2020,"iPhone12,3"
47a94cf7-f193-4c6a-96fc-339ce84ea84f,active,FALSE,82,1497,199,204,63,2.7.5-WASH-Mar2020,"iPhone12,5"
047955cc-154e-47b5-b809-a9dbe57a0a0d,intermittent,FALSE,127,743,103,104,84,2.7.5-WASH-Mar2020,"iPhone7,1"
e11dc77c-0cc0-4608-8c66-6b3d9d1b7bd2,committed,FALSE,137,7956,405,404,86,1.6.7-beta,SM-G960U
b55f00eb-fa7e-4d93-8158-fa03e22fe36c,active,FALSE,126,3696,671,499,87,2.7.5-WASH-Mar2020,"iPhone12,3"
1b661016-1a57-4703-8e03-dd3d3c0fcf6e,intermittent,FALSE,96,766,94,99,83,2.7.5-WASH-Mar2020,"iPhone9,4"
1c39a84f-d1f6-46e0-a891-f329b6a269f0,intermittent,FALSE,63,908,137,137,39,2.7.5-WASH-Mar2020,"iPhone12,5"
1d864f82-67ab-45ab-a99d-b3894af9178e,limited-surveys,FALSE,150,227,29,27,83,2.7.5-WASH-Mar2020,"iPhone11,8"
fb14d7c2-c4a9-4d94-a403-a06b72f5e197,committed,FALSE,127,13823,598,599,86,1.6.7-beta,SM-G965U
8667dc01-ee81-4d4c-8698-680cbe26da48,limited-surveys,FALSE,12,583,25,29,13,1.6.7-beta,moto g(7) supra
53465998-c219-4e40-a4e5-7dab2af2e9da,active,FALSE,43,1764,220,224,31,2.7.5-WASH-Mar2020,"iPhone9,4"
26f56d57-8acd-46ac-9271-29c7b4b116d6,limited-sensors,FALSE,61,102,10,10,38,2.7.5-WASH-Mar2020,"iPhone10,6"
261e9ec4-7519-4fc8-8565-2a279d3b2064,limited-sensors,FALSE,160,128,14,12,82,2.7.5-WASH-Mar2020,"iPhone10,4"
2027ea38-a1b8-4395-bff9-1adea6d9f22c,limited-sensors,FALSE,154,60,8,9,82,2.7.5-WASH-Mar2020,"iPhone11,8"
73fc03f2-189c-4746-a31c-0abc0cf9e021,active,FALSE,129,3144,354,346,86,2.7.5-WASH-Mar2020,"iPhone8,1"
3f0f98b6-9625-4565-af7f-685578aaa70d,limited-sensors,FALSE,42,75,10,9,23,2.7.5-WASH-Mar2020,"iPhone11,8"
2725c480-5100-429b-a8f6-34f52b4e0dcd,active,FALSE,36,2996,142,146,79,1.6.7-beta,LM-Q710.FG
46646a82-98eb-4a5f-b9ea-b21c20a4ea81,intermittent,FALSE,32,5324,235,235,89,1.6.7-beta,SM-G973U
69285ca0-b388-4261-8ecc-2f45834224c8,sparse,FALSE,2,53,3,3,12,1.6.7-beta,BND-L24
8ddac152-c4f9-43cd-b54a-5eb647f23ef8,active,FALSE,163,1559,187,186,84,2.7.5-WASH-Mar2020,"iPhone10,2"
0162434a-6346-4831-ba9b-f4457f2a11db,intermittent,FALSE,27,410,51,50,14,2.7.5-WASH-Mar2020,"iPhone11,2"
4bcc6670-5723-4f3e-98e5-3797f4c51437,intermittent,FALSE,30,2345,114,115,22,1.6.7-beta,SM-G973U
87c1dda2-c2da-45ad-8d1d-2a53fe916337,committed,FALSE,68,6169,267,269,56,1.6.7-beta,SM-G965U
30c43a39-1b98-4bfd-a7d2-f3e157b38e55,active,FALSE,63,2054,281,286,39,2.7.5-WASH-Mar2020,"iPhone8,1"
532544b8-aef8-48d9-92f0-3b8b27d973fe,intermittent,FALSE,159,344,42,41,83,2.7.5-WASH-Mar2020,"iPhone10,2"
d7fa0d39-fb40-4a9d-8551-1903ce7843d5,limited-sensors,FALSE,157,92,11,11,83,2.7.5-WASH-Mar2020,"iPhone10,5"
bba25caa-ee70-4f8f-bfa6-c259c90e7369,committed,FALSE,103,32046,972,989,85,1.6.7-beta,LM-G820
2ebbd42d-cc16-47d0-807a-365fdf8a40a9,sparse,FALSE,0,40,6,7,4,2.7.5-WASH-Mar2020,"iPad7,3"
a361a858-dee9-4130-8a36-de436ead7919,intermittent,FALSE,57,521,74,66,37,2.7.5-WASH-Mar2020,"iPhone12,5"
df135418-6ece-48c5-b5e9-59d96f76d57e,active,FALSE,86,4408,207,208,77,1.6.7-beta,SM-G965U
379a7fa7-33d7-4f8c-87a4-8224a3d5e4f5,intermittent,FALSE,18,763,90,90,18,2.7.5-WASH-Mar2020,"iPhone12,3"
ed00a7f1-124c-4e81-8d30-6d21e7e9caed,limited-sensors,FALSE,67,20,2,2,39,2.7.5-WASH-Mar2020,"iPhone8,4"
c7b50a36-d262-494c-af04-91a0be1f119a,intermittent,FALSE,122,879,106,112,84,2.7.5-WASH-Mar2020,"iPhone8,1"
9daf0f54-8f99-46c9-8a05-40d71fcd383f,active,FALSE,161,4228,718,716,83,2.7.5-WASH-Mar2020,"iPhone8,1"
49346fd6-87cc-4721-932e-4a7a2f84305f,limited-sensors,FALSE,48,118,13,11,33,2.7.5-WASH-Mar2020,"iPhone10,2"
cfa25397-eccb-4e12-9072-704a699f0dac,limited-surveys,FALSE,15,654,30,30,17,1.6.7-beta,Pixel 2 XL
59643c64-c066-4782-86ce-38194cf9a052,active,FALSE,38,3629,173,172,82,1.6.7-beta,SM-N975U
a03a891d-e991-4102-8f59-654122b8bcff,active,FALSE,126,2096,286,285,85,2.7.5-WASH-Mar2020,"iPhone9,1"
cddd114d-a7a5-4a0d-88d4-a61d4621b19f,sparse,FALSE,0,207,29,29,5,2.7.5-WASH-Mar2020,"iPhone11,2"
59353cb7-8f7b-41d1-a426-bb59dd0fe027,few sensors,FALSE,11,3,0,0,12,2.7.5-WASH-Mar2020,"iPhone11,2"
a7ca0a6d-4e12-4d74-a96d-236b76b361e9,limited-surveys,FALSE,11,513,24,24,12,1.6.7-beta,SM-G975U
1a6410c8-dd18-43eb-97d1-2172d2d3e5b6,active,FALSE,141,3653,446,453,82,2.7.5-WASH-Mar2020,"iPhone11,8"
6b6358c2-d1d5-493e-9633-b95e4363b052,limited-sensors,FALSE,56,98,13,12,37,2.7.5-WASH-Mar2020,"iPhone10,2"
6565f19c-bd6a-40d6-a040-42193d2a76fb,limited-sensors,FALSE,129,44,5,6,83,2.7.5-WASH-Mar2020,"iPhone11,8"
5c5a32aa-143b-43ba-802c-339e5aa6ac78,limited-sensors,FALSE,132,101,12,11,82,2.7.5-WASH-Mar2020,"iPhone11,2"
56e675aa-b410-44d8-91fb-8108643de295,active,FALSE,144,1183,248,250,83,2.7.5-WASH-Mar2020,"iPhone10,4"
ddceb98d-9814-468c-ab69-40d4b8d87305,active,FALSE,72,1916,271,276,150,2.7.5-WASH-Mar2020,"iPhone10,6"
03c4220d-490d-48fe-8733-1a4d2a5eb3b4,intermittent,FALSE,153,781,89,95,83,2.7.5-WASH-Mar2020,"iPhone11,6"
5ded1acc-49c7-4765-838d-baff4b3af264,committed,FALSE,80,12153,717,718,90,1.6.7-beta,SM-G965U
1533b317-9a8c-48f1-9fd7-e22f2ccecadd,active,FALSE,143,1917,286,289,82,2.7.5-WASH-Mar2020,"iPhone10,1"
cadc6476-0621-456b-86ad-3de23c2720df,active,FALSE,116,3844,168,169,85,1.6.7-beta,SM-G965U1
4a351262-d723-4f40-a22d-1ff0a42abf42,active,FALSE,144,1689,239,232,83,2.7.5-WASH-Mar2020,"iPhone10,5"
8a063236-c0ee-4a2f-9832-228e450c283b,limited-surveys,FALSE,75,3789,0,289,81,1.6.7-beta,moto e6
c6a906d8-1d46-4fd5-9d63-16fffe94cdd5,limited-sensors,FALSE,69,84,11,11,37,2.7.5-WASH-Mar2020,"iPhone11,6"
ad6f2f93-bdbb-452e-982a-85049a1bf0dc,committed,FALSE,143,8758,338,338,87,1.6.7-beta,SM-G950U
529be7c4-72cb-4d6c-a1d7-b16313cb0c7b,intermittent,FALSE,164,633,73,76,83,2.7.5-WASH-Mar2020,"iPhone12,1"
49bed8d0-0486-43d1-aa65-ec18f42bba96,intermittent,FALSE,164,696,84,109,83,2.7.5-WASH-Mar2020,"iPhone11,2"
829dd640-93bd-446f-ba70-8854648a6b9e,active,FALSE,123,1455,189,182,83,2.7.5-WASH-Mar2020,"iPhone9,2"
ef0aa9e2-ebe4-425a-90df-f9aa262903f4,limited-surveys,FALSE,130,12390,0,614,85,1.6.7-beta,moto e5 play
a8d990fc-6527-4857-b2d4-1920eeb15ff4,limited-sensors,FALSE,85,22,2,2,82,2.7.5-WASH-Mar2020,"iPhone11,2"
fbf03218-610b-4b70-bb70-007cf66df3be,sparse,FALSE,0,11,2,2,0,2.7.5-WASH-Mar2020,"iPhone11,6"
7ef4ee87-cb79-47be-b311-3dd205498e85,intermittent,FALSE,43,1905,97,97,39,1.6.7-beta,SM-G960U
33be72ab-47a1-41ad-8cf3-9ec89c14bc1c,limited-sensors,FALSE,162,151,14,14,83,2.7.5-WASH-Mar2020,"iPhone10,4"
0d72ce2b-0790-4822-9ced-1a13a304e812,active,FALSE,144,2684,348,346,85,2.7.5-WASH-Mar2020,"iPhone9,4"
393b479a-4170-40fb-949b-cd3ab3a4ae34,limited-sensors,FALSE,123,37,0,1,83,2.7.5-WASH-Mar2020,"iPhone6,1"
163fcc90-1ba9-4ea5-a35d-e8edcafcd92b,active,FALSE,145,1471,210,209,83,2.7.5-WASH-Mar2020,"iPhone10,6"
095c1336-5231-465d-95d5-ad5a9953d342,limited-sensors,FALSE,116,69,5,6,84,2.7.5-WASH-Mar2020,"iPhone10,4"
251a690d-9afb-4edc-816f-b5792f2e169e,active,FALSE,165,2037,280,273,84,2.7.5-WASH-Mar2020,"iPhone10,4"
ab69dcce-c0ef-40c2-a60a-bc1eda526219,limited-sensors,FALSE,107,155,20,19,82,2.7.5-WASH-Mar2020,"iPhone10,4"
66fd1095-a566-4816-8f98-90faddc2739a,active,FALSE,64,1024,128,122,38,2.7.5-WASH-Mar2020,"iPhone9,3"
5ead7fde-4650-4928-9c5e-3d87dffdd240,intermittent,FALSE,31,3463,234,234,62,1.6.7-beta,SM-A600T1
8e109ae5-9eb6-470d-b5da-5e6d32b9245f,active,FALSE,43,5848,435,434,29,1.6.7-beta,LG-Q710AL
f67a9853-387b-4170-8734-94cb89b08462,sparse,FALSE,1,279,0,80,27,1.6.7-beta,QS5509A
7fc549a0-2f06-423c-9d6f-7441f92fad25,limited-sensors,FALSE,80,67,8,8,68,2.7.5-WASH-Mar2020,"iPhone8,2"
98e1301c-eed9-48e2-b3c2-e3d1502109ac,committed,FALSE,117,7885,340,340,84,1.6.7-beta,SM-N950U
6dfcd331-677a-4ab2-ab53-fde914d24db8,limited-surveys,FALSE,30,260,33,34,20,2.7.5-WASH-Mar2020,"iPhone11,8"
4f0a10a8-610f-444c-bac4-0945254f9221,intermittent,FALSE,39,809,78,300,42,2.7.5-WASH-Mar2020,"iPhone12,1"
28f7230f-73bf-4d21-9696-7eb0bf722fd5,sparse,FALSE,0,273,40,38,6,2.7.5-WASH-Mar2020,"iPad5,1"
342680e5-9d10-4f4a-8fc8-8b418c8a6566,limited-surveys,FALSE,7,4787,195,197,99,1.6.7-beta,LM-Q720
5d1dbfcd-b620-4847-bcae-d01c646974e0,sparse,FALSE,0,57,8,8,0,2.7.5-WASH-Mar2020,"iPhone9,1"
12d34abb-30b6-4f6d-9a7c-7ab91906842c,committed,FALSE,63,6483,277,277,52,1.6.7-beta,SM-N976V
e37f71f3-d834-410f-9b3f-bd6b9dd0f71c,intermittent,FALSE,60,975,126,134,38,2.7.5-WASH-Mar2020,"iPhone7,2"
0e70995c-daa2-4548-a43c-c385ee27f1a8,active,FALSE,132,1542,216,211,86,2.7.5-WASH-Mar2020,"iPhone10,6"
9b5f1f97-21e9-4b16-a63c-1b30a8f694a7,limited-surveys,FALSE,58,240,27,28,75,2.7.5-WASH-Mar2020,"iPhone11,6"
d2a5b7bc-c3c3-4337-b16f-b20e62a5397d,limited-surveys,FALSE,6,1730,268,265,23,2.7.5-WASH-Mar2020,"iPhone12,3"
